Index;Date;Name;Description;Amount_raised;Amount_number;Data AI keyword;Series
655;April 19, 2022;Vyng;a Los Angeles-based bitcoin dialer and caller I.D. company;$5 million;5;FALSE;Unknown
656;April 19, 2022;Experify;a Zürich-based product review platform connecting buyers with purchasers;$4 million;4;FALSE;Seed
657;April 19, 2022;Encore;a Stockholm-based backend development engine for distributed systems;$3 million;3;FALSE;Seed
658;April 20, 2022;Tessera Therapeutics;a Somerville, Mass.-based genetic medicine-focused biotech;$300 million;300;FALSE;Series C
659;April 20, 2022;Foodics;a Riyadh, Saudi Arabia-based food and beverage technology startup;$170 million;170;FALSE;Unknown
660;April 20, 2022;ThreatLocker;a Maitland, Fla.-based cybersecurity firm;$100 million;100;TRUE;Series C
661;April 20, 2022;Flipside Crypto;an on-demand analytics and learning platform for blockchains;$50 Milion;50;TRUE;Seed
662;April 20, 2022;Kinara Capital;a Bangalore, India-based fintech platform providing loans to entrepreneurs in India;$50 million;50;FALSE;Series E
663;April 20, 2022;Levels;a New York-based software company that gives feedback on how food affects your health;$38 million;38;FALSE;Series A
664;April 20, 2022;Gravity Sketch;a London-based 3D design tool;$33 million;33;FALSE;Series A
665;April 20, 2022;Carlsmed;a Carlsbad, Calif.-based spinal surgery tech company;$30 million;30;FALSE;Series B
666;April 20, 2022;Playable Worlds;a San Marcos, Calif.-based online game developer;$25 million;25;FALSE;Series B
667;April 20, 2022;Salad;a Web3 compute-sharing network;$17 million;17;FALSE;Seed
668;April 20, 2022;Nue Life Health;a Miami-based mental wellness company;$15 million;15;FALSE;Series A
669;April 20, 2022;Vitruvian;a Perth, Australia-based in-home strength and personal training platform;$15 million;15;FALSE;Series A
670;April 20, 2022;Delta One;a San Francisco-based yield generation protocol on the Solana blockchain;$9.1 million;9,1;FALSE;Seed
671;April 20, 2022;Beamy;a Paris-based SaaS management platform;$9 million;9;FALSE;Series A
672;April 20, 2022;EvoEndo;a Denver-based transnasal endoscopy medical device company;$8.4 million;8,4;FALSE;Series A
673;April 20, 2022;BioFlyte;an Albuquerque, N.M.-based biodetection company;$6.1 million;6,1;FALSE;Unknown
674;April 20, 2022;Nuclia;a Barcelona-based A.I.-powered search engine;$5.4 million;5,4;TRUE;Seed
675;April 20, 2022;Glacier;a San Francisco-based robotic waste technology provider;$4.5 million;4,5;FALSE;Seed
676;April 20, 2022;alphaMountain.ai;a Draper, Utah-based domain and IP intelligence company for cybersecurity investigational and protection platforms;$2.7 million;2,7;TRUE;Seed
677;April 20, 2022;Superjoi;a Los Angeles-based platform connecting creators to their fans through voting and fu;$2.5 million;2,5;FALSE;Seed
678;April 21, 2022;The Boring Company;Elon Musk’s Austin-based intra-city tunnel and transportation company;$675 million;675;FALSE;Series C
679;April 21, 2022;UPSIDE Foods;a Berkeley, Calif.-based meat, poultry, and seafood producer from animal cells;$400 million;400;FALSE;Series C
680;April 21, 2022;BETA Technologies;a Burlington, Vt.-based electric aerospace company;$375 million;375;FALSE;Series B
681;April 21, 2022;Reify Health;a Boston-based clinical trial startup;$220 million;220;FALSE;Series D
682;April 21, 2022;Instabox;a Stockholm-based online shipping service;$190 million;190;FALSE;Unknown
683;April 21, 2022;Convoy;a Seattle-based digital freight network;$160 million;160;FALSE;Series E
684;April 21, 2022;Oyster;a remote-based HR software company;$150 million;150;FALSE;Series C
685;April 21, 2022;Satellite Bio;a Cambridge, Mass.-based regenerative medicine biotech;$110 million;110;FALSE;Seed
686;April 21, 2022;Octant;an Emeryville, Calif.-based therapeutics company developing medicines for complex diseases;$80 million;80;FALSE;Series B
687;April 21, 2022;AppHub;a New York and San Francisco-based ecommerce software platform;$60 million;60;FALSE;Unknown
688;April 21, 2022;Mutiny;a San Francisco-based A.I. marketing platform;$50 million;50;TRUE;Series B
689;April 21, 2022;d-Matrix;a Santa Clara, Calif.-based A.I. compute platform for data centers;$44 million;44;TRUE;Unknown
690;April 21, 2022;Zubale;a Mexico City-based software and gig collaborators marketplace for ecommerce orders in Latin America;$40 million;40;FALSE;Series A
691;April 21, 2022;​​tvScientific;a Pasadena, Calif.-based advertising platform;$20 million;20;FALSE;Series A
692;April 21, 2022;NovoPayment;a Miami-based banking-as-a-service platform;$19 million;19;FALSE;Series A
693;April 21, 2022;Playbook;a San Francisco-based visual cloud storage platform for creatives;$18 million;18;FALSE;Series A
694;April 21, 2022;Wheelhouse;a remote-based revenue management software company for the rental industry;$16 million;16;FALSE;Unknown
695;April 21, 2022;Klima;a Berlin-based climate app focused on global warming;$10.9 million;10,9;FALSE;Series A
696;April 21, 2022;Bastion;a lending and StableSwap protocol DeFi project on NEAR;$9 million;9;FALSE;Series A
697;April 21, 2022;Aunt Flow;a Columbus, Ohio-based B2B menstrual products business that stocks tampons and pads for offices, retailers, schools, and stadiums;$8.5 million;8,5;FALSE;Series A
698;April 21, 2022;BACH;a Philadelphia-based bachelorette party planning app;$8 million;8;FALSE;Unknown
699;April 21, 2022;Kindred;a San Francisco-based home swapping network;$7.75 million;7,75;FALSE;Seed
700;April 21, 2022;Revea;a San Francisco-based skincare company;$6 million;6;FALSE;Seed
701;April 21, 2022;Dassana;a San Jose, Calif.-based cloud logging solutions company;$5 million;5;FALSE;Seed
702;April 21, 2022;Boss Beauties;an NFT collection focused on women's empowerment;$4.4 million;4,4;FALSE;Seed
703;April 21, 2022;Ryse Health;an Arlington, Va. and Baltimore-based care provider to patients with type 2 diabetes;$3.4 million;3,4;FALSE;Seed
704;April 21, 2022;Campspace;a Haarlem, Netherlands-based overnight stays in nature booking platform;$3.3 million;3,3;FALSE;Seed
705;April 21, 2022;Kangaroo;a storytelling platform;$3.3 million;3,3;FALSE;Unknown
706;April 21, 2022;TômTex;a New York-based biobased leather alternatives company;$1.7 million;1,7;FALSE;Seed
707;April 21, 2022;Ink;a Venice, Calif.-based content monetization and signed digital content company;$1.5 million;1,5;FALSE;Seed
708;April 22, 2022;NexHealth;a San Francisco-based patient booking platform;$125 million;125;FALSE;Series C
709;April 22, 2022;BlockApps;a New York-based blockchain provider;$41 million;41;FALSE;Unknown
710;April 22, 2022;Mendel;a San Jose, Calif.-based clinical A.I. and language processing platform;$40 million;40;TRUE;Series B
711;April 22, 2022;Clipboard Health;a San Francisco-based marketplace matching health care workers with open shifts at healthcare facilities;$30 million;30;FALSE;Series C
712;April 22, 2022;Glide;a San Francisco-based software development platform;$20 million;20;FALSE;Series A
713;April 22, 2022;prezent.ai;a Los Altos, Calif.-based presentation platform;$20 million;20;FALSE;Series A
714;April 22, 2022;TULU;a New York-based appliances, groceries, and entertainment devices provider to in-building tenants;$20 million;20;FALSE;Unknown
715;April 22, 2022;Jarvis ML;a Cupertino, Calif.-based machine learning platform;$16 million;16;TRUE;Seed
716;April 22, 2022;Privy;a New York-based API builder for off-chain user data management;$8 million;8;TRUE;Seed
717;April 22, 2022;Carbon Upcycling Technologies;a Calgary-based carbon utilization company that produces a CO2-embedded cement and concrete additive;$6.15 million;6,15;FALSE;Unknown
718;April 22, 2022;Influur;a Miami-based marketplace platform connecting celebrities to brands;$5 million;5;FALSE;Seed
719;April 22, 2022;MetaLend;a Web3 lending services company;$5 million;5;FALSE;Seed
720;April 22, 2022;Perfect Venue;a  San Francisco-based private event management platform for restaurants and venues;$3.6 million;3,6;FALSE;Seed
721;April 22, 2022;AMLo Biosciences;a Newcastle upon Tyne, U.K.-based medical device company for skin cancer detection;$3.2 million;3,2;FALSE;Unknown
722;April 22, 2022;BattGenie;a Seattle-based software solutions provider for battery management systems;$1.5 million;1,5;FALSE;Seed
723;April 25, 2022;Agility Robotics;a Corvallis, Ore.-based warehouse robot manufacturer;$150 million;150;FALSE;Series B
724;April 25, 2022;TheGuarantors;a New York-based financial and insurance solutions company for renters and landlords;$50 million;50;FALSE;Unknown
725;April 25, 2022;Syllable;a Sunnyvale, Calif.-based health care automation platform;$40 Million;40;FALSE;Series C
726;April 25, 2022;Wisq;a Redwood City, Calif.-based relationship building platform for employees;$20 million;20;FALSE;Series A
727;April 25, 2022;Leasecake;an Orlando, Fla.-based operating system for lease and location management;$12 million;12;FALSE;Series A
728;April 25, 2022;Route Reports;a London-based infrastructure data software platform for roads and rail;$3.25 million;3,25;TRUE;Seed
729;April 25, 2022;MOONHUB;a London-based VR training platform;$2.6 million;2,6;FALSE;Seed
730;April 25, 2022;SellX;a New York-based freelance marketplace for on-demand sales reps;$2 million;2;FALSE;Unknown
731;April 26, 2022;SonarSource;a Geneva-based clean code platform;$412 million;412;TRUE;Unknown
732;April 26, 2022;Harness;a San Francisco-based software delivery platform;$175 million;175;FALSE;Series D
733;April 26, 2022;Pollen;a London and Los Angeles-based travel and entertainment technology company;$150 million;150;FALSE;Series C
734;April 26, 2022;HARTBEAT;an Encino, Calif.-based multi-platform media company from Kevin Hart;$100 million;100;FALSE;Unknown
735;April 26, 2022;Qualified;a San Francisco-based lead generation platform;$95 million;95;FALSE;Series C
736;April 26, 2022;Replicant;a San Francisco-based contact center automation company;$78 million;78;FALSE;Series B
737;April 26, 2022;Pheast;a Palo Alto, Calif.-based preclinical stage immuno-oncology company;$76 million;76;FALSE;Series A
738;April 26, 2022;RelationalAI;a Berkeley, Calif.-based intelligence data apps developer;$75 million;75;TRUE;Series B
739;April 26, 2022;Anuvia;a Winter Garden, Fla.-based fertilizer manufacturer for the agriculture, turf, and lawncare industries;$65.5 million;65,5;FALSE;Series D
740;April 26, 2022;Upside;a Washington D.C.-based retail technology company;$65 million;65;FALSE;Unknown
741;April 26, 2022;QuotaPath;an Austin and Philadelphia-based commissions tracking and automation solution for sales and revenue teams;$41 million;41;FALSE;Series B
742;April 26, 2022;Copper;a Seattle-based banking account and debit card company for teens;$29 million;29;FALSE;Series A
743;April 26, 2022;Source Defense;a Rosh Haayin, Israel-based web application protection company;$27 million;27;FALSE;Series B
744;April 26, 2022;Food Rocket;a Chicago-based grocery delivery service;$25 million;25;FALSE;Series A
745;April 26, 2022;Intigriti;a Brussels-based hacking and bug bounty platform;$22.6 million;22,6;FALSE;Series B
746;April 26, 2022;Conjura;a Dublin-based e-commerce data analytics platform;$16 million;16;TRUE;Series A
747;April 26, 2022;Crafty;a Chicago-based workplace management platform for food, beverage, and supplies for employees;$10 million;10;FALSE;Series A
748;April 26, 2022;InZiv;a Jerusalem, Israel-based inspection and repairer of microLED, QLED, and OLED displays;$10 million;10;FALSE;Series A
749;April 26, 2022;Mad Realities;a New York-based crypto media company;$6 million;6;FALSE;Seed
750;April 26, 2022;Afterparty;a Los Angeles-based NFT community building platform;$4 million;4;FALSE;Unknown
751;April 26, 2022;HireLogic;a Dallas-based HR software firm for the interview process;$4 million;4;FALSE;Seed
752;April 26, 2022;Juno;a London-based employee benefits platform;$4 million;4;FALSE;Unknown
753;April 26, 2022;OneVest;a Calgary and Toronto-based wealth management platform for fintechs, digital banks, and financial institutions;$5 million;5;FALSE;Seed
754;April 26, 2022;Mirai Flights;a London-based private jet booking platform;$3 million;3;FALSE;Unknown
755;April 26, 2022;Charityvest;an Atlanta-based charitable giving account company;$2.2 million;2,2;FALSE;Seed
756;April 26, 2022;smedo;a Hennigsdorf, Germany-based research company for cardiological diseases;$1.77 million;1,77;FALSE;Seed
757;April 27, 2022;Mavrck;a Boston-based influencer platform;$135 million;135;FALSE;Unknown
758;April 27, 2022;KINEXON;a Munich-based connected and automated processes company;$130 Million;130;FALSE;Series A
759;April 27, 2022;Adept;a San Francisco-based research and product A.I. lab;$65 million;65;TRUE;Series A
760;April 27, 2022;Waltz Health;a Chicago-based digital prescription pricing health company;$35.4 million;35,4;FALSE;Series A
761;April 27, 2022;Riverside.fm;a Tel Aviv-based remote recording platform;$35 million;35;FALSE;Series B
762;April 27, 2022;South 8 Technologies;a San Diego-based electrolyte formulations provider for lithium batteries;$12 million;12;FALSE;Series A
763;April 27, 2022;Ravio;a London-based compensation insights platform;$10 million;10;FALSE;Seed
764;April 27, 2022;SWTCH Energy;a Toronto-based EV charging provider;$10 million;10;FALSE;Series A
765;April 27, 2022;Vertex Protocol;a Singapore-based decentralized foreign exchange protocol for multi-currency spot and derivatives trading;$8.5 million;8,5;FALSE;Seed
766;April 27, 2022;CXIP Labs;a Los Angeles-based NFT minting software developer;$6.5 million;6,5;FALSE;Unknown
767;April 27, 2022;Fancurve;a New York-based blockchain-enabled digital sports fashion company;$6.25 million;6,25;FALSE;Seed
